League,Week,Date,Time,Team,HA,Oppo,Contest,Type,Number,Bet,Return,Net,Site,Notes
NFL,250121,1/26/25,13:00:00,EAGLES,HA,COMMANDOSINGTON,GAME,SPREAD,-6
NFL,250121,1/26/25,13:00:00,BILLS,HA,& CHIEFS +4.5,GAME,SPREAD,+7.5
NFL,250121,1/26/25,13:00:00,EAGLES WR,HA,OVER 4.5 RECEPTIONS,GAME,SPREAD,SMITH
NFL,250121,1/26/25,13:00:00,EAGLES WR,HA,OVER 47.5 RECEIVING,GAME,SPREAD,SMITH
NFL,250121,1/26/25,13:00:00,EAGLES QB,HA,UNDER 7.5 RUSHES,GAME,SPREAD,HURTS
NFL,250121,1/26/25,13:00:00,EAGLES TE,HA,UNDER 3.5 RECEPTIONS,GAME,SPREAD,GOEDERT
NFL,250121,1/26/25,13:00:00,COMMANDOS RB,HA,UNDER 5.5 RUSHES,GAME,SPREAD,EKELER
NFL,250121,1/26/25,13:00:00,COMMANDOS QB,HA,UNDER 10.5 RUSHES,GAME,SPREAD,DANIELS
NFL,250121,1/26/25,13:00:00,COMMANDOS TE,HA,UNDER 3.5 RECEPTIONS,GAME,SPREAD,ERTZ
NFL,250121,1/26/25,13:00:00,COMMANDOS RB,HA,OVER 24.5 RECEIVING,GAME,SPREAD,EKELER
NFL,250121,1/26/25,13:00:00,COMMANDOS WR,HA,UNDER 64.5 RECEIVING,GAME,SPREAD,MCLAURIN
NFL,250121,1/26/25,13:00:00,BILLS WR,HA,OVER 16.5 RECEIVING,GAME,SPREAD,COOPER
NFL,250121,1/26/25,13:00:00,BILLS WR,HA,OVER 20.5 RECEIVING,GAME,SPREAD,COLEMAN
NFL,250121,1/26/25,13:00:00,BILLS WR,HA,OVER 5.5 RECEPTIONS,GAME,SPREAD,SHAKIR
NFL,250121,1/26/25,13:00:00,BILLS QB,HA,UNDER 9.5 RUSHES,GAME,SPREAD,ALLEN
NFL,250121,1/26/25,13:00:00,CHIEFS RB,HA,UNDER 8.5 RUSHES,GAME,SPREAD,HUNT
NFL,250121,1/26/25,13:00:00,CHIEFS QB,HA,UNDER 4.5 RUSHES,GAME,SPREAD,MAHOMES
NFL,250121,1/26/25,13:00:00,CHIEFS WR,HA,UNDER 4.5 RECEPTIONS,GAME,SPREAD,WORTHY
NFL,250121,1/26/25,13:00:00,CHIEFS WR,HA,UNDER 3.5 RECEPTIONS,GAME,SPREAD,BROWN
NFL,250121,1/26/25,13:00:00,CHIEFS TE,HA,OVER 6.5 RECEPTIONS,GAME,SPREAD,KELCE
NFL,250121,1/26/25,13:00:00,CHIEFS WR,HA,OVER 24.5 RECEIVING,GAME,SPREAD,HOPKINS
NFL,250121,1/26/25,13:00:00,CHIEFS QB,HA,UNDER 1.5 PASSING,GAME,SPREAD,MAHOMES
EUR,250121,1/21/25,9:0:0,SPARTA,HA,INTER,GAME,SPREAD,+1.5
EUR,250121,1/21/25,9:0:0,STURM GRAZ,HA,ATALANTA,GAME,SPREAD,+2
EUR,250121,1/21/25,9:0:0,LILLE,HA,-165 LIVERPOOL,GAME,SPREAD,+2
EUR,250121,1/21/25,9:0:0,JUVENTUS,HA,BRUGGE,GAME,MONEY,+130
EUR,250121,1/21/25,9:0:0,ATLETICO,HA,-150 LEVERKUSEN,GAME,SPREAD,0
EUR,250121,1/21/25,9:0:0,BOLOGNA,HA,-145 DORTMUND,GAME,SPREAD,+0.5
EUR,250121,1/21/25,9:0:0,REDSTAR,HA,-155 EINDHOVEN,GAME,SPREAD,+1
EUR,250121,1/21/25,9:0:0,BRATISLAVA,HA,STUTTGART,GAME,SPREAD,+2
EUR,250121,1/22/25,9:0:0,LEIPZIG,HA,SPORTING,GAME,SPREAD,0
EUR,250121,1/22/25,9:0:0,DONETSK,HA,BREST,GAME,SPREAD,0
EUR,250121,1/22/25,9:0:0,PSG,HA,MC,GAME,SPREAD,0
EUR,250121,1/22/25,9:0:0,FEYENOORD,HA,BAYERN,GAME,SPREAD,+1.5
EUR,250121,1/22/25,9:0:0,SPARTA PRAGUE,HA,INTER,GAME,SPREAD,+1.5
EUR,250121,1/22/25,9:0:0,SALZBURG,HA,REAL MADRID,GAME,SPREAD,+3
EUR,250121,1/22/25,9:0:0,ACMILAN,HA,-150 GIRONA,GAME,SPREAD,-1
EUR,250121,1/22/25,9:0:0,EUROPA LEAGUE,HA,,GAME,SPREAD,
EUR,250121,1/22/25,9:0:0,BESIKTAS,HA,BILBAO,GAME,SPREAD,+0.5
EUR,250121,1/23/25,9:0:0,HOFFENHEIM,HA,TOTTENHAM,GAME,SPREAD,+0.5
EUR,250121,1/23/25,9:0:0,RIGAS SKOLA,HA,AJAX,GAME,SPREAD,+1.5
SLL,250121,1/24/25,9:0:0,LAS PALMAS,HA,-145 OSASUNA,GAME,SPREAD,0
SLL,250121,1/25/25,9:0:0,MALLORCA,HA,-155 REAL BETIS,GAME,SPREAD,0
EPL,250121,1/25/25,9:0:0,WOLVES,HA,-160 ARSENAL,GAME,SPREAD,+1.5
EPL,250121,1/25/25,9:0:0,SOUTHAMPTON,HA,-145 NEWCASTLE,GAME,SPREAD,+1.5
ISA,250121,1/25/25,9:0:0,COMO,HA,ATALANTA,GAME,SPREAD,+0.5
ISA,250121,1/25/25,9:0:0,JUVENTUS,HA,NAPOLI,GAME,SPREAD,+0.5
ISA,250121,1/25/25,9:0:0,EMPOLI,HA,BOLOGNA,GAME,SPREAD,+0.5
GBL,250121,1/25/25,9:0:0,MAINZ,HA,STUTTGART,GAME,SPREAD,0
GBL,250121,1/25/25,9:0:0,LEIPZIG,HA,LEVERKUSEN,GAME,SPREAD,+0.5
GBL,250121,1/25/25,9:0:0,FREIBURG,HA,BAYERN MUNICH,GAME,SPREAD,+1.5
FL1,250121,1/25/25,9:0:0,STRASBOURG,HA,LILLE,GAME,SPREAD,0
FL1,250121,1/25/25,9:0:0,REIMS,HA,PSG,GAME,SPREAD,+2
SLL,250121,1/26/25,9:0:0,VALLECANO,HA,GIRONA,GAME,SPREAD,0
SLL,250121,1/26/25,9:0:0,VALENCIA,HA,BARCELONA,GAME,SPREAD,+2
EPL,250121,1/26/25,9:0:0,TOTTENHAM,HA,+105 LEICESTER,GAME,SPREAD,-1.5
ISA,250121,1/26/25,9:0:0,PARMA,HA,-165 AC MILAN,GAME,SPREAD,+2
ISA,250121,1/26/25,9:0:0,UDINESE,HA,-155 ROMA,GAME,SPREAD,+0.5
ISA,250121,1/26/25,9:0:0,LECCE,HA,INTER MILAN,GAME,SPREAD,+1.5
GBL,250121,1/26/25,9:0:0,HOFFENHEIM,HA,FRANKFURT,GAME,SPREAD,+0.5
GBL,250121,1/26/25,9:0:0,UNION BERLIN,HA,ST PAULI,GAME,SPREAD,+0.5
FL1,250121,1/26/25,9:0:0,LE HAVRE,HA,BREST,GAME,SPREAD,+0.5
FL1,250121,1/26/25,9:0:0,NANTES,HA,LYON,GAME,SPREAD,+0.5
FL1,250121,1/26/25,9:0:0,MONTPELLIER,HA,TOULOUSE,GAME,SPREAD,+1
FL1,250121,1/26/25,9:0:0,NICE,HA,MARSEILLE,GAME,SPREAD,+0.5
SLL,250121,1/27/25,9:0:0,ALAVES,HA,CELTA VIGO,GAME,SPREAD,0
ISA,250121,1/27/25,9:0:0,VERONA,HA,-145 VENEZIA,GAME,SPREAD,+0.5
