League,Week,Date,Time,Team,HA,Oppo,Contest,Type,Number,Bet,Return,Net,Site,Notes
NFL,241126,11/28/24,13,BEARS,HA,Lions,HALF_1,SPREAD,+6.5
NFL,241126,11/29/24,13,RAIDERS,HA,Chiefs,HALF_1,SPREAD,+7.5
NFL,241126,12/1/24,13,FALCONS,HA,Chargers,GAME,SPREAD,+2.5
NFL,241126,12/1/24,13,PATS,HA,Colts,GAME,SPREAD,+2.5
NFL,241126,12/1/24,13,JAGS,HA,Texans,GAME,SPREAD,+4.5
NFL,241126,12/1/24,13,JETS,HA,Seattle,GAME,SPREAD,+2
NFL,241126,12/1/24,13,JETS,HA,SEATTLE,GAME,OVER,41
NFL,241126,12/1/24,13,PANTHERS,HA,Bucs,GAME,SPREAD,+6
NFL,241126,12/1/24,13,PANTHERS,HA,BUCS,HALF_1,UNDER,23.5
NFL,241126,12/1/24,13,SAINTS,HA,Rams,GAME,SPREAD,+2.5
NFL,241126,12/1/24,13,49ERS,HA,Bills,GAME,SPREAD,+7
NFL,241126,12/1/24,13,EAGLES,HA,RAVENS,HALF_1,UNDER,26
CFB,241126,11/28/24,12,MEMPHIS,HA,Tulane,HALF_1,SPREAD,+7.5
CFB,241126,11/29/24,12,MISS ST.,HA,Ole Miss,GAME,SPREAD,+26
CFB,241126,11/29/24,12,STANFORD,HA,San Jose St,GAME,SPREAD,+3
CFB,241126,11/29/24,12,NEBRASKA,HA,Iowa,GAME,SPREAD,+6
CFB,241126,11/29/24,12,WISCONSIN,HA,Minnesota,GAME,MONEY,-125
CFB,241126,11/30/24,12,UTSA,HA,Army,GAME,SPREAD,+7
CFB,241126,11/30/24,12,CLEMSON,HA,South Carolina,GAME,MONEY,-130
CFB,241126,11/30/24,12,WAKE FOREST,HA,Duke,GAME,SPREAD,+4
CFB,241126,11/30/24,12,MICHIGAN,HA,Ohio St.,HALF_1,SPREAD,+11.5
CFB,241126,11/30/24,12,BAYLOR,HA,Kansas,GAME,SPREAD,+1.5
CFB,241126,11/30/24,12,KENTUCKY,HA,Louisville,GAME,SPREAD,+3.5
CFB,241126,11/30/24,12,SYRACUSE,HA,Miami,GAME,SPREAD,+10.5
CFB,241126,11/30/24,12,MICHIGAN ST.,HA,Rutgers,GAME,MONEY,-120
CFB,241126,11/30/24,12,USC,HA,Notre Dame,GAME,SPREAD,+7.5
CFB,241126,11/30/24,12,CINCINNATI,HA,TCU,GAME,SPREAD,+3.5
CFB,241126,11/30/24,12,WASHINGTON,HA,Oregon,GAME,SPREAD,+19
CFB,241126,11/30/24,12,UTAH,HA,UCF,GAME,SPREAD,+9.5
CFB,241126,11/30/24,12,NORTHWESTERN,HA,Illinois,GAME,SPREAD,+7.5
CFB,241126,11/30/24,12,HOUSTON,HA,BYU,GAME,SPREAD,+13
CFB,241126,11/30/24,12,Longshots ,HA,,GAME,SPREAD,
CFB,241126,11/30/24,12,OKST,HA,Colorado,GAME,MONEY,+500
CFB,241126,11/30/24,12,MEMPHIS,HA,Tulane,GAME,MONEY,+400
CFB,241126,11/30/24,12,WAKE,HA,Duke,GAME,MONEY,+150
CFB,241126,11/30/24,12,NORTHWESTERN,HA,Illinois,GAME,MONEY,+225
CFB,241126,11/30/24,12,FSU,HA,Florida,GAME,MONEY,+470
EUR,241126,11/28/24,9,LUDOGORETS,HA,-145 Lazio,GAME,SPREAD,+2
EUR,241126,11/28/24,9,ELFSBORG,HA,Bilbao,GAME,SPREAD,+2
EUR,241126,11/28/24,9,BODO GLIMT,HA,Man United,GAME,SPREAD,+2
EUR,241126,11/28/24,9,MIDTJYLLAND,HA,-135 Frankfurt,GAME,SPREAD,+0.5
EUR,241126,11/28/24,9,NICE,HA,Rangers,GAME,MONEY,-130
CLG,241126,11/28/24,9,HEIDENHEIM,HA,Chelsea,GAME,SPREAD,+1.5
ECL,241126,11/29/24,9,SHEFFIELD UTD,HA,Sunderland,GAME,MONEY,+105
FL1,241126,11/29/24,9,REIMS,HA,+100 Lens,GAME,SPREAD,0
EPL,241126,11/30/24,9,BRENTFORD,HA,Leicester,GAME,MONEY,-145
EPL,241126,11/30/24,9,WOLVES,HA,Bournemouth,GAME,SPREAD,0
EPL,241126,11/30/24,9,WEST HAM,HA,Arsenal,GAME,SPREAD,+1
SLL,241126,11/30/24,9,LAS PALMAS,HA,Barcelona,GAME,SPREAD,+2.5
FL1,241126,11/30/24,9,NANTES,HA,PSG,GAME,SPREAD,+2
EPL,241126,12/1/24,9,MAN CITY,HA,-125 Liverpool,GAME,SPREAD,+0.5
SLL,241126,12/1/24,9,VALLECANO,HA,Bilbao,GAME,SPREAD,0
ISA,241126,12/1/24,9,TORINO,HA,Napoli,GAME,SPREAD,+0.5
ISA,241126,12/1/24,9,PARMA,HA,Lazio,GAME,SPREAD,+0.5
ISA,241126,12/1/24,9,FIORENTINA,HA,Inter Milan,GAME,SPREAD,+0.5
ISA,241126,12/1/24,9,LECCE,HA,Juventus,GAME,SPREAD,+0.5
GBL,241126,12/1/24,9,UNION BERLIN,HA,-165 Leverkusen,GAME,SPREAD,+1
GBL,241126,12/1/24,9,DORTMUND,HA,-135 Bayern Munich,GAME,SPREAD,+1
GBL,241126,12/1/24,9,WERDER BREMEN,HA,Stuttgart,GAME,SPREAD,+0.5
FL1,241126,12/1/24,9,MONTPELLIER,HA,Lille,GAME,SPREAD,+0.5
FL1,241126,12/1/24,9,MARSEILLE,HA,Monaco,GAME,SPREAD,0
