League,Week,Date,Time,Team,HA,Oppo,Contest,Type,Number,Bet,Return,Net,Site,Notes
EPL,250401,04/01/25,12:0:0,WOLVES,HA,-135 WEST HAM,GAME,SPREAD,0
EPL,250401,04/02/25,12:0:0,NEWCASTLE,HA,BRENTFORD,GAME,MONEY,-135
EPL,250401,04/02/25,12:0:0,SOUTHAMPTON,HA,-140 CRYSTAL PALACE,GAME,SPREAD,+1
EPL,250401,04/03/25,12:0:0,TOTTENHAM,HA,-135 CHELSEA,GAME,SPREAD,+1
EPL,250401,04/05/25,12:0:0,EVERTON,HA,-175 ARSENAL,GAME,SPREAD,+1
EPL,250401,04/05/25,12:0:0,WEST HAM,HA,-155 BOURNEMOUTH,GAME,SPREAD,+0.5
EPL,250401,04/06/25,12:0:0,BRENTFORD,HA,-150 CHELSEA,GAME,SPREAD,+0.5
EPL,250401,04/06/25,12:0:0,FULHAM,HA,LIVERPOOL,GAME,SPREAD,+0.5
EPL,250401,04/06/25,12:0:0,MANU,HA,-135 MAN CITY,GAME,SPREAD,+0.5
ISA,250401,04/05/25,12:0:0,MONZA,HA,-160 COMO,GAME,SPREAD,+1
ISA,250401,04/05/25,12:0:0,PARMA,HA,-165 INTERMILAN,GAME,SPREAD,+1.5
ISA,250401,04/06/25,12:0:0,EMPOLI,HA,CAGLIARI,GAME,SPREAD,0
ISA,250401,04/06/25,12:0:0,LAZIO,HA,-165 ATALANTA,GAME,SPREAD,+1
ISA,250401,04/06/25,12:0:0,ROMA,HA,-145 JUVENTUS,GAME,SPREAD,0
FL1,250401,04/05/25,12:0:0,BREST,HA,MONACO,GAME,SPREAD,+0.5
FL1,250401,04/06/25,12:0:0,REIMS,HA,-165 STRASBOURG,GAME,SPREAD,+0.5
SLL,250401,04/05/25,12:0:0,MALLORCA,HA,CELTA VIGO,GAME,SPREAD,0
SLL,250401,04/06/25,12:0:0,LAS PALMAS,HA,-165 REAL SOCIEDAD,GAME,SPREAD,+0.5
SLL,250401,04/06/25,12:0:0,SEVILLA,HA,-155 ATLETICO MADRID,GAME,SPREAD,+0.5
SLL,250401,04/06/25,12:0:0,VILLAREAL,HA,-160 BILBAO,GAME,SPREAD,0
GBL,250401,04/04/25,12:0:0,AUGBSURG,HA,-150 BAYERN MUNICH,GAME,SPREAD,+1.5
GBL,250401,04/05/25,12:0:0,FREIBURG,HA,-155 DORTMUND,GAME,SPREAD,+0.5
GBL,250401,04/05/25,12:0:0,BOCHUM,HA,-140 STUTTGART,GAME,SPREAD,+0.5
GBL,250401,04/05/25,12:0:0,HEIDENHEIM,HA,-155 LEVERKUSEN,GAME,SPREAD,+1.5
GBL,250401,04/05/25,12:0:0,WERDER BREMEN,HA,FRANKFURT,GAME,SPREAD,0
ECL,250401,04/05/25,12:0:0,LUTON,HA,LEEDS,GAME,SPREAD,+1
ECL,250401,04/05/25,12:0:0,COVENTRY,HA,BURNLEY,GAME,SPREAD,0
CLG,250401,04/08/25,12:0:0,ARSENAL,HA,REAL MADRID,GAME,MONEY,+120
CLG,250401,04/09/25,12:0:0,DORTMUND,HA,BARCELONA,GAME,SPREAD,+1.5
CLG,250401,04/09/25,12:0:0,ASTON VILLA,HA,-150 PSG,GAME,SPREAD,+1.5
EUR,250401,04/10/25,12:0:0,BODO GLIMT,HA,-155 LAZIO,GAME,SPREAD,+0.5
EUR,250401,04/10/25,12:0:0,TOTTENHAM,HA,FRANKFURT,GAME,MONEY,-130
EUR,250401,04/10/25,12:0:0,MANU,HA,LYON,GAME,SPREAD,0
EUR,250401,04/10/25,12:0:0,RANGERS,HA,-145 BILBAO,GAME,SPREAD,+0.5
ECF,250401,04/10/25,12:0:0,WARSAW,HA,CHELSEA,GAME,SPREAD,+1
ECF,250401,04/10/25,12:0:0,DJUGARDENS,HA,RAPID VIENNA,GAME,SPREAD,0
ECF,250401,04/10/25,12:0:0,CELJE,HA,-160 FIORENTINA,GAME,SPREAD,+1.5
