League,Week,Date,Time,Team,HA,Oppo,Contest,Type,Number,Bet,Return,Net,Site,Notes
MLB,250513,05/18/25,12:0:0,PIT,HA,PHILADELPHIA,GAME,MONEY,-118
MLB,250513,05/18/25,12:0:0,BOS,HA,ATLANTA,GAME,MONEY,+110
MLB,250513,05/18/25,12:0:0,TOR,HA,DETROIT,GAME,MONEY,-118
MLB,250513,05/18/25,12:0:0,ATH,HA,-130 SAN FRAN,1ST5,SPREAD,+0.5
MLB,250513,05/18/25,12:0:0,COL,HA,ARIZONA,1ST5,SPREAD,+1.5
MLB,250513,05/18/25,12:0:0,LAA,HA,+110 DODGERS,1ST5,SPREAD,+0.5
MLB,250513,05/18/25,12:0:0,SEA,HA,-130 SAN DIEGO,1ST5,SPREAD,+0.5
MLB,250513,05/18/25,12:0:0,METS,HA,-105 YANKEES,1ST5,SPREAD,+0.5
MLB,250513,05/19/25,12:0:0,PIT,HA,CIN,GAME,MONEY,+110
MLB,250513,05/19/25,12:0:0,BOS,HA,NYM,GAME,MONEY,+120
MLB,250513,05/19/25,12:0:0,ARI +,HA,0.5,1ST5,MONEY,-130
