League,Week,Date,Time,Team,HA,Oppo,Contest,Type,Number,Bet,Return,Net,Site,Notes
MLB,250506,05/14/25,12:0:0,ARI,HA,SF,GAME,MONEY,-112
MLB,250506,05/14/25,12:0:0,SEA,HA,NYY,GAME,MONEY,-105
MLB,250506,05/14/25,12:0:0,TB,HA,-120 TOR,1ST5,SPREAD,+0.5
MLB,250506,05/14/25,12:0:0,KC +0.5,HA,135,1ST5,SPREAD,HOU
MLB,250506,05/14/25,12:0:0,LAA,HA,-130 SD,GAME,SPREAD,+1.5
NBA,250506,05/14/25,12:0:0,BOS,HA,KNICKS,GAME,SPREAD,-4.5
NBA,250506,05/14/25,13:00:00, BOS PORZINGIS,HA,POINTS,PROP,OVER,15.5
NBA,250506,05/14/25,13:00:00, NYK TOWNS,HA,POINTS,PROP,UNDER,19.5
NBA,250506,05/14/25,12:0:0,MN,HA,GOLDEN STATE,GAME,SPREAD,-11.5
NBA,250506,05/14/25,13:00:00, MN MCDANIELS,HA,POINTS,PROP,OVER,12.5
NBA,250506,05/14/25,13:00:00, GS GREEN,HA,POINTS,PROP,UNDER,8.5
MLS,250506,05/14/25,12:0:0,TORONTO,HA,+115 CINCINNATI,GAME,SPREAD,0
MLS,250506,05/14/25,12:0:0,LAGALAXY,HA,-135 PHILADELPHIA,GAME,SPREAD,+1
MLS,250506,05/14/25,12:0:0,DC,HA,-145 NYC,GAME,SPREAD,0
MLS,250506,05/14/25,12:0:0,HOU,HA,-115 MINNESOTA,GAME,SPREAD,0
MLS,250506,05/14/25,12:0:0,COL,HA,-130 SAN DIEGO,GAME,SPREAD,+1
