League,Week,Date,Time,Team,HA,Oppo,Contest,Type,Number,Bet,Return,Net,Site,Notes
NFL,241224,12/28/24,13,PATS,HA,Chargers,GAME,SPREAD,+4
NFL,241224,12/28/24,13,CARDINALS,HA,Rams,GAME,SPREAD,+6.5
NFL,241224,12/28/24,13,BENGALS,HA,BRONCOS,GAME,UNDER,49.5
NFL,241224,12/29/24,13,GIANTS,HA,Colts,GAME,SPREAD,+7.5
NFL,241224,12/29/24,13,GIANTS,HA,Colts,GAME,MONEY,+340
NFL,241224,12/29/24,13,SAINTS,HA,Raiders,GAME,SPREAD,+1
NFL,241224,12/29/24,13,JETS,HA,Bills,GAME,SPREAD,+9.5
NFL,241224,12/29/24,13,JETS,HA,Bills,GAME,MONEY,+360
NFL,241224,12/29/24,13,PANTHERS,HA,BUCS,GAME,UNDER,48.5
NFL,241224,12/29/24,13,BROWNS,HA,Dolphins,GAME,SPREAD,+6.5
NFL,241224,12/30/24,13,49ERS,HA,Lions,GAME,SPREAD,+3.5
NFL,241224,12/30/24,13,49ERS,HA,Lions,GAME,MONEY,+154
CFB,241224,12/27/24,12,WASH ST,HA,Syracuse,GAME,SPREAD,+17
CFB,241224,12/27/24,12,WASH ST,HA,Syracuse,GAME,MONEY,+575
CFB,241224,12/27/24,12,USC,HA,Texas A&M,GAME,SPREAD,+4
CFB,241224,12/27/24,12,USC,HA,A&M,GAME,MONEY,+150
CFB,241224,12/27/24,12,LA TECH,HA,Army,GAME,MONEY,+525
CFB,241224,12/29/24,12,BYU,HA,Colorado,GAME,SPREAD,+3.5
CFB,241224,12/30/24,12,IOWA,HA,Missouri,GAME,SPREAD,+3
CFB,241224,12/31/24,12,WASHINGTON,HA,Louisville,GAME,SPREAD,+2.5
CFB,241224,12/31/24,12,ILLINOIS,HA,South Carolina,GAME,SPREAD,+9
CFB,241224,1/1/25,12,GEORGIA,HA,5% Dame,GAME,MONEY,-125
CFB,241224,1/1/25,12,OHIO ST.,HA,Oregon,GAME,MONEY,-135
ISA,241224,12/28/24,9,CAGLIARI,HA,-150 Inter Milan,GAME,SPREAD,+1.5
ISA,241224,12/28/24,9,LAZIO,HA,+105 Atalanta,GAME,SPREAD,0
EPL,241224,12/29/24,9,PALACE,HA,Southampton,GAME,SPREAD,-1
EPL,241224,12/29/24,9,EVERTON,HA,Forest,GAME,SPREAD,0
EPL,241224,12/29/24,9,FULHAM,HA,Bournemouth,GAME,SPREAD,0
EPL,241224,12/29/24,9,WEST HAM,HA,Liverpool,GAME,SPREAD,+1.5
ECL,241224,12/29/24,9,STOKE,HA,-160 Sunderland,GAME,SPREAD,+0.5
ECL,241224,12/29/24,9,DERBY,HA,-130 Leeds,GAME,SPREAD,+1
ECL,241224,12/29/24,9,WEST BROM,HA,-130 Sheffield U,GAME,SPREAD,+0.5
ECL,241224,12/29/24,9,LUTON,HA,-150 Swansea,GAME,SPREAD,+0.5
EPL,241224,12/30/24,9,MANU,HA,Newcastle,GAME,SPREAD,0
EPL,241224,12/30/24,9,IPSWICH,HA,Chelsea,GAME,SPREAD,+1.5
ISA,241224,12/30/24,9,LECCE,HA,-170 Como,GAME,SPREAD,+1
ISA,241224,12/30/24,9,VERONA,HA,-185 Bologna,GAME,SPREAD,+1.5
EPL,241224,1/1/25,9,BRENTFORD,HA,-170 Arsenal,GAME,SPREAD,+1.5
