CBB,1,3/24,12,COLORADO,,MARQUETTE,GAME,SPREAD,+4,0,0,0,,ok to +3)
CBB,1,3/24,12,CLEMSON,,BAYLOR,GAME,SPREAD,+4.5,0,0,0,,ok to +4)
CBB,1,3/24,12,GRAND CANYON,,ALABAMA,GAME,SPREAD,+6,0,0,0,,ok to +5)
CBB,1,3/24,12,TEXAS A&M,,HOUSTON,GAME,SPREAD,+10,0,0,0,,ok to +9)
CBB,1,3/24,12,YALE,,SAN DIEGO ST.,GAME,SPREAD,+5.5,0,0,0,,ok to +5)
CBB,1,3/24,12,DUKE,,JMU,GAME,SPREAD,-7,0,0,0,,ok to -8)
CBB,1,3/24,12,UCONN,,NORTHWESTERN,GAME,SPREAD,-14.5,0,0,0,,ok to -15)
CBB,1,3/24,12,PURDUE,,UTAH STATE,GAME,SPREAD,-11.5,0,0,0,,ok to -13)
CBB,1,3/24,12,$LINE PARLAY:,,DUKE,GAME,MONEY,-150,0,0,0,,UCONN & PURDUE ok to -200)
CBB,1,3/24,12,1% COLORADO,,MARQUETTE,GAME,MONEY,+160,0,0,0,,ok to +140)
CBB,1,3/24,12,1% CLEMSON,,BAYLOR,GAME,MONEY,+165,0,0,0,,ok to +140)
