League,Week,Date,Time,Team,HA,Oppo,Contest,Type,Number,Bet,Return,Net,Site,Notes
MLB,250708,07/13/25,12:0:0,CUBS,HA,YANKEES,GAME,SPREAD,+129
MLB,250708,07/13/25,12:0:0,PIT,HA,TWINS,GAME,SPREAD,+112
MLB,250708,07/13/25,12:0:0,STL,HA,BRAVES,GAME,SPREAD,-105
MLB,250708,07/13/25,12:0:0,SF,HA,DODGERS,GAME,SPREAD,+133
MLB,250708,07/13/25,12:0:0,TB,HA,RED SOX,GAME,SPREAD,+147
MLB,250708,07/13/25,12:0:0,KC,HA,METS,GAME,SPREAD,+108
MLB,250708,07/13/25,12:0:0,SD,HA,PHILLIES,GAME,SPREAD,+142
MLB,250708,07/13/25,12:0:0,LAA,HA,DIAMONDBACKS,GAME,SPREAD,-131
MLB,250708,07/13/25,12:0:0,ATH,HA,BLUE JAYS,GAME,SPREAD,+122
FCC,250708,07/13/25,12:0:0,CHELSEA,HA,-130 PARIS,GAME,SPREAD,+1
MLB,250708,07/12/25,12:0:0,SEA,HA,TIGERS,GAME,SPREAD,+105
MLB,250708,07/12/25,12:0:0,PIT,HA,TWINS,GAME,SPREAD,+125
MLB,250708,07/12/25,12:0:0,TB,HA,RED SOX,GAME,SPREAD,+165
MLB,250708,07/12/25,12:0:0,KC,HA,METS,GAME,SPREAD,+112
MLB,250708,07/12/25,12:0:0,SD,HA,PHILLIES,GAME,SPREAD,+136
MLB,250708,07/11/25,12:0:0,SEA,HA,-110 TIGERS,GAME,SPREAD,+1.5
MLB,250708,07/11/25,12:0:0,KC,HA,METS,GAME,SPREAD,+113
MLB,250708,07/11/25,12:0:0,SD,HA,-120 PHILLIES,GAME,SPREAD,+1.5
MLB,250708,07/10/25,12:0:0,GAME,HA,BAL +105 METS,GAME,SPREAD,2
MLB,250708,07/10/25,12:0:0,LAA,HA,RANGERS,GAME,SPREAD,-115
MLB,250708,07/10/25,12:0:0,SD,HA,DIAMONDBACKS,GAME,SPREAD,+104
MLB,250708,07/09/25,12:0:0,SEA,HA,YANKEES,GAME,SPREAD,+128
MLB,250708,07/09/25,12:0:0,BAL,HA,-120 METS,GAME,SPREAD,+1.5
MLB,250708,07/09/25,12:0:0,MN,HA,CUBS,GAME,SPREAD,-112
MLB,250708,07/09/25,12:0:0,LAA,HA,RANGERS,GAME,SPREAD,-102
MLB,250708,07/09/25,12:0:0,ATH,HA,BRAVES,GAME,SPREAD,-112
MLB,250708,07/09/25,12:0:0,MIL,HA,-120 DODGERS,GAME,SPREAD,+1.5
FCC,250708,07/09/25,12:0:0,REAL_MADRID,HA,,GAME,ADVANCE,+105
FCC,250708,07/09/25,12:0:0,REAL MADRID,HA,PSG,GAME,DRAW,+260
MLB,250708,07/08/25,12:0:0,TB,HA,TIGERS,GAME,SPREAD,+107
MLB,250708,07/08/25,12:0:0,SEA,HA,YANKEES,GAME,SPREAD,+113
MLB,250708,07/08/25,12:0:0,MIL,HA,DODGERS,GAME,SPREAD,+104
MLB,250708,07/08/25,12:0:0,LAA,HA,RANGERS,GAME,SPREAD,-102
MLB,250708,07/08/25,12:0:0,MN,HA,CUBS,GAME,SPREAD,+109
