CLG,12,11/7/23,12,DORTMUND,NEWCASTLE,GAME,DRAW,+260,0,0,0
CLG,12,11/7/23,12,LAZIO,FEYENOORD,GAME,DRAW,+260,0,0,0
CLG,12,11/7/23,12,AC MILAN,PSG,GAME,DRAW,+260,0,0,0
CLG,12,11/7/23,12,ATLETICO,CELTIC,GAME,SPREAD,-1.5,0,0,0
CLG,12,11/8/23,12,REAL SOCIEDAD,BENFICA,GAME,MONEY,-110,0,0,0
CLG,12,11/8/23,12,SALZBURG,INTER MILAN,GAME,SPREAD,+1,0,0,0
CLG,12,11/8/23,12,ARSENAL,SEVILLA,GAME,SPREAD,-1.5,0,0,0
CLG,12,11/8/23,12,REAL MADRID,BRAGA,GAME,SPREAD,-1.75,0,0,0
CLG,12,11/8/23,12,PSV,LENS,GAME,DRAW,+290,0,0,0
EPL,12,11/11/23,7.3,WOLVES,TOTTENHAM,GAME,SPREAD,+.5,0,0,0
EPL,12,11/11/23,7.3,CRYSTAL PALACE,EVERTON,GAME,MONEY,+145,0,0,0
EPL,12,11/12/23,11.3,CHELSEA,MAN CITY,GAME,MONEY,+390,0,0,0
CFB,11,11/11/23,12,BAYLOR,KANSAS ST.,GAME,SPREAD,+21,0,0,0
CFB,11,11/11/23,12,BAYLOR,KANSAS ST.,GAME,MONEY,+900,0,0,0
CFB,11,11/11/23,12,INDIANA,ILLINOIS,GAME,SPREAD,+7,0,0,0
CFB,11,11/11/23,12,INDIANA,ILLINOIS,GAME,MONEY,+210,0,0,0
CFB,11,11/11/23,12,NEBRASKA,MARYLAND,GAME,SPREAD,+2,0,0,0
CFB,11,11/11/23,15,MIAMI,FLORIDA STATE,GAME,SPREAD,+14.5,0,0,0
CFB,11,11/11/23,15,MIAMI,FLORIDA,GAME,MONEY,+475,0,0,0
CFB,11,11/11/23,15,UCF,OKST,GAME,SPREAD,+3,0,0,0
CFB,11,11/11/23,15,PURDUE,MN,GAME,SPREAD,+0,0,0,0
CFB,11,11/11/23,15,IOWA,RUTGERS,GAME,SPREAD,-1,0,0,0
CFB,11,11/11/23,15,WASH ST.,CAL,GAME,SPREAD,+1,0,0,0
CFB,11,11/11/23,15,TENNESSEE,MISSOURI,GAME,SPREAD,-1.5,0,0,0
CFB,11,11/11/23,15,SYRACUSE,PITT,GAME,SPREAD,+2,0,0,0
CFB,11,11/11/23,15,WASHINGTON,UTAH,GAME,SPREAD,-9,0,0,0
CFB,11,11/11/23,18,NEW MEXICO,BOISE,GAME,SPREAD,+27,0,0,0
CFB,11,11/11/23,18,USC,OREGON,GAME,SPREAD,+15.5,0,0,0
CFB,11,11/11/23,18,USC,OREGON,GAME,MONEY,+650,0,0,0
CFB,11,11/11/23,18,FLORIDA,LSU,GAME,SPREAD,+14,0,0,0
CFB,11,11/11/23,18,FLORIDA,LSU,GAME,MONEY,+475,0,0,0
CFB,11,11/11/23,18,TCU,TEXAS,GAME,SPREAD,+10,0,0,0
CFB,11,11/11/23,18,GEORGIA,OLE MISS,GAME,SPREAD,-10,0,0,0
CFB,11,11/11/23,21,HAWAII,AIR FORCE,GAME,SPREAD,+19,0,0,0
CFB,11,11/11/23,21,HAWAII,AIR FORCE,GAME,MONEY,+700,0,0,0
NFL,10,11/9/23,20,PANTHERS,BEARS,HALF_1,SPREAD,+3,0,0,0
NFL,10,11/12/23,9,PATS,COLTS,GAME,SPREAD,+2,0,0,0
NFL,10,11/12/23,9,PATS,COLTS,HALF_1,UNDER,21.5,0,0,0
NFL,10,11/12/23,13,BROWNS,RAVENS,HALF_1,SPREAD,+3.5,0,0,0
NFL,10,11/12/23,13,BROWNS,RAVENS,GAME,MONEY,+220,0,0,0
NFL,10,11/12/23,13,PACKERS,STEELERS,HALF_1,SPREAD,+2.5,0,0,0
NFL,10,11/12/23,13,TEXANS,BENGALS,HALF_1,SPREAD,+4,0,0,0
NFL,10,11/12/23,13,TEXANS,BENGALS,GAME,MONEY,+270,0,0,0
NFL,10,11/12/23,13,BROWNS,RAVENS,GAME,OVER,38,0,0,0
NFL,10,11/12/23,16,CHARGERS,LIONS,GAME,SPREAD,+1.5,0,0,0
NFL,10,11/12/23,16,CHARGERS,LIONS,GAME,MONEY,+110,0,0,0
NFL,10,11/12/23,16,GIANTS,COWBOYS,HALF_1,SPREAD,+10,0,0,0
NFL,10,11/12/23,16,GIANTS,COWBOYS,GAME,OVER,38.5,0,0,0
NFL,10,11/12/23,20,RAIDERS,JETS,GAME,SPREAD,+2.5,0,0,0
NFL,10,11/12/23,20,RAIDERS,JETS,GAME,OVER,36.5,0,0,0
NFL,10,11/12/23,20,RAIDERS,JETS,GAME,MONEY,+120,0,0,0
NFL,10,11/13/23,20,BRONCOS,BILLS,HALF_1,SPREAD,+6,0,0,0
