CFB,7,10/12/23,19,HOUSTON,WEST VIRGINIA,GAME,SPREAD,+3,0,0,0
CFB,7,12/14/23,12,PURDUE,OHIO STATE,GAME,SPREAD,+20,0,0,0
CFB,7,12/14/23,12,VANDERBILT,GEORGIA,GAME,SPREAD,+31.5,0,0,0
CFB,7,12/14/23,12,INDIANA,MICHIGAN,GAME,SPREAD,+34,0,0,0
CFB,7,12/14/23,12,IOWA STATE,CINCINNATI,HALF_1,SPREAD,+3.5,0,0,0
CFB,7,12/14/23,12,MICHIGAN ST.,RUTGERS,HALF_1,SPREAD,+3.5,0,0,0
CFB,7,12/14/23,12,MICH ST.,RUTGERS,GAME,MONEY,+175,0,0,0
CFB,7,12/14/23,15,ILLINOIS,MARYLAND,HALF_1,SPREAD,+7.5,0,0,0
CFB,7,12/14/23,15,TEXAS A&M,TENNESSEE,GAME,SPREAD,+3.5,0,0,0
CFB,7,12/14/23,15,A&M,TENNESSEE,GAME,MONEY,+145,0,0,0
CFB,7,12/14/23,15,OKLAHOMA STATE,KANSAS,GAME,SPREAD,+3.5,0,0,0
CFB,7,12/14/23,15,OKST,KANSAS,GAME,MONEY,+145,0,0,0
CFB,7,12/14/23,15,UMASS,PENN ST.,GAME,SPREAD,+43,0,0,0
CFB,7,12/14/23,15,FLORIDA,SOUTH CAROLINA,GAME,SPREAD,+2,0,0,0
CFB,7,12/14/23,15,IOWA,WISCONSIN,HALF_1,SPREAD,+4.5,0,0,0
CFB,7,12/14/23,15,IOWA,WISCONSIN,GAME,MONEY,+280,0,0,0
CFB,7,12/14/23,18,PITT,LOUISVILLE,GAME,SPREAD,+8,0,0,0
CFB,7,12/14/23,18,PITT,LOUISVILLE,GAME,MONEY,+260,0,0,0
CFB,7,12/14/23,18,ARIZONA,WASHINGTON ST.,HALF_1,SPREAD,+4.5,0,0,0
CFB,7,12/14/23,18,ARIZONA,WASH ST.,GAME,MONEY,+255,0,0,0
NFL,6,10/12/23,19,DENVER,KANSAS CITY,HALF_1,SPREAD,+7,0,0,0
NFL,6,10/15/23,9,TITANS,RAVENS,GAME,SPREAD,+3.5,0,0,0
NFL,6,10/15/23,9,TITANS,,GAME,MONEY,+160,0,0,0
NFL,6,12/15/23,13,BROWNS,1/2 49ERS,GAME,SPREAD,5.5,0,0,0
NFL,6,12/15/23,13,JAGS,COLTS,GAME,UNDER,46.5,0,0,0
NFL,6,12/15/23,13,PANTHERS,1/2 DOLPHINS,HALF_1,SPREAD,7.5,0,0,0
NFL,6,10/15/23,16,BUCS,LIONS,GAME,SPREAD,+3.5,0,0,0
NFL,6,10/15/23,16,JETS,EAGLES,GAME,SPREAD,+7,0,0,0
NFL,6,10/15/23,16,CARDINALS,RAMS,GAME,UNDER,48,0,0,0
NFL,6,10/15/23,20,GIANTS,BILLS,HALF_1,SPREAD,+7.5,0,0,0
NFL,6,10/16/23,20,CHARGERS,COWBOYS,GAME,SPREAD,+2.5,0,0,0
