CLG,15,11/28/23,12,LAZIO,,CELTIC,GAME,MONEY,-185,0,0,0
CLG,15,11/28/23,12,BARCELONA,,PORTO,GAME,MONEY,-200,0,0,0
CLG,15,11/28/23,12,FEYENOORD,,ATLETICO,GAME,MONEY,+165,0,0,0
CLG,15,11/28/23,12,MANCHESTER UNITED,,GALATASARAY,GAME,MONEY,+145,0,0,0
CLG,15,11/28/23,12,SEVILLA,,EINDHOVEN,GAME,MONEY,+165,0,0,0
CLG,15,11/28/23,12,ARSENAL,,LENS,GAME,SPREAD,-1.5,0,0,0
CLG,15,11/28/23,12,REAL SOCIEDAD,,SALZBURG,GAME,MONEY,-200,0,0,0
CLG,15,11/28/23,12,UNION BERLIN,,BRAGA,GAME,SPREAD,+0.5,0,0,0
CLG,15,11/28/23,12,REAL MADRID,,NAPOLI,GAME,MONEY,-120,0,0,0
CLG,15,11/28/23,12,INTERMILAN,,BENFICA,GAME,DRAW,+245,0,0,0
CFB,14,12/1/23,19,T:LIBERTY,,NM ST,GAME,SPREAD,-3.5,0,0,0
CFB,14,12/1/23,19,T:OREGON,,WASHINGTON,GAME,SPREAD,-2,0,0,0
CFB,14,12/2/23,12,T:TEXAS,,OK ST,GAME,SPREAD,-7,0,0,0
CFB,14,12/2/23,12,T:UGA,,BAMA,GAME,UNDER,63,0,0,0
CFB,14,12/2/23,12,UGA,,BAMA,HALF_1,UNDER,28,0,0,0
CFB,14,12/2/23,12,SMU,,TULANE,GAME,SPREAD,+4,0,0,0
CFB,14,12/2/23,12,SMU,,TULANE,GAME,MONEY,+155,0,0,0
CFB,14,12/2/23,12,T:IOWA,,MICHIGAN,GAME,SPREAD,+30,0,0,0
CFB,14,12/2/23,12,T:LOUISVILLE,,FSU,GAME,SPREAD,+10.5,0,0,0
NFL,13,11/30/23,20,SEAHAWKS,,COWBOYS,HALF_1,SPREAD,+4,0,0,0
NFL,13,11/30/23,20,T:SEAHAWKS,,COWBOYS,GAME,SPREAD,+14,0,0,0
NFL,13,11/30/23,20,T:SAINTS,,LIONS,GAME,SPREAD,+10,0,0,0
NFL,13,12/3/23,13,T:DOLPHINS,,COMMANDERS,GAME,UNDER,56,0,0,0
NFL,13,12/3/23,13,T:CARDINALS,,STEELERS,GAME,SPREAD,+12.5,0,0,0
NFL,13,12/3/23,13,T:49ERS,,EAGLES,GAME,SPREAD,+4.5,0,0,0
NFL,13,12/3/23,13,T:BRONCOS,,TEXANS,GAME,SPREAD,+9,0,0,0
NFL,13,12/3/23,13,CARDINALS,,STEELERS,GAME,MONEY,+205,0,0,0
NFL,13,12/3/23,13,DOLPHINS,,COMMANDERS,GAME,UNDER,49.5,0,0,0
NFL,13,12/3/23,13,SAINTS,,LIONS,GAME,SPREAD,+3.5,0,0,0
NFL,13,12/3/23,13,SAINTS,,LIONS,GAME,MONEY,+145,0,0,0
NFL,13,12/3/23,13,CARDINALS,,STEELERS,HALF_1,SPREAD,+3,0,0,0
NFL,13,12/3/23,13,TITANS,,COLTS,GAME,SPREAD,+2,0,0,0
NFL,13,12/3/23,13,TITANS,,COLTS,GAME,MONEY,+110,0,0,0
NFL,13,12/3/23,13,PATS,,CHARGERS,GAME,SPREAD,+5.5,0,0,0
NFL,13,12/3/23,16,RAMS,,BROWNS,GAME,MONEY,-205,0,0,0
NFL,13,12/3/23,20,PACKERS,,CHIEFS,GAME,SPREAD,+7,0,0,0
NFL,13,8,at,BENGALS,,JAGS,GAME,OVER,41,0,0,0
