EPL,19,12/28/23,12,BRIGHTON,,TOTTENHAM,GAME,DRAW,+285,0,0,0,,ok to +240)
EPL,19,12/30/23,10,CHELSEA,,LUTON,GAME,MONEY,-160,0,0,0,,ok to -180)
EPL,19,12/30/23,10,CRYSTAL PALACE,,BRENTFORD,GAME,MONEY,+145,0,0,0,,ok to +125)
EPL,19,12/30/23,10,WOLVES,,EVERTON,GAME,MONEY,+160,0,0,0,,ok to +140)
EPL,19,12/30/23,10,FOREST,,MANU,GAME,DRAW,+260,0,0,0,,ok to +240)
EPL,19,12/30/23,10,FULHAM,,ARSENAL,GAME,SPREAD,+1,0,0,0,,ok to +1.5, -200)
